indicator,type,description,Msbom,Mnetwork,Mmetadata,Score,Decision
"rule Empire_Invoke_SSHCommand {

   meta:

      description = ""Detects Empire component - file Invoke-SSHCommand.ps1""

      author = ""Florian Roth""

      reference = ""https://github.com/adaptivethreat/Empire""

      date = ""2016-11-05""

      hash1 = ""cbaf086b14d5bb6a756cbda42943d4d7ef97f8277164ce1f7dd0a1843e9aa242""

   strings:

      $s1 = ""$Base64 = 'TVqQAAMAAAAEAAAA//8AALgAAAAAAAAAQAAAAAAAAAA"" ascii

      $s2 = ""Invoke-SSHCommand -ip 192.168.1.100 -Username root -Password test -Command \""id\"""" fullword ascii

      $s3 = ""Write-Verbose \""[*] Error loading dll\"""" fullword ascii

   condition:

      ( uint16(0) == 0x660a and filesize < 2000KB and 1 of them ) or all of them

}",yara,,0,1,0,0.3,Filter
"rule Empire_KeePassConfig {

   meta:

      description = ""Detects Empire component - file KeePassConfig.ps1""

      author = ""Florian Roth""

      reference = ""https://github.com/adaptivethreat/Empire""

      date = ""2016-11-05""

      hash1 = ""5a76e642357792bb4270114d7cd76ce45ba24b0d741f5c6b916aeebd45cff2b3""

   strings:

      $s1 = ""$UserMasterKeyFiles = @(, $(Get-ChildItem -Path $UserMasterKeyFolder -Force | Select-Object -ExpandProperty FullName) )"" fullword ascii

   condition:

      ( uint16(0) == 0x7223 and filesize < 80KB and 1 of them ) or all of them

}",yara,,0,1,1,0.4,Filter
"rule Empire_Invoke_DllInjection {

   meta:

      description = ""Detects Empire component - file Invoke-DllInjection.ps1""

      author = ""Florian Roth""

      reference = ""https://github.com/adaptivethreat/Empire""

      date = ""2016-11-05""

      hash1 = ""304031aa9eca5a83bdf1f654285d86df79cb3bba4aa8fe1eb680bd5b2878ebf0""

   strings:

      $s1 = ""-Dll evil.dll"" fullword ascii

   condition:

      ( uint16(0) == 0x7566 and filesize < 40KB and 1 of them ) or all of them

}",yara,,0,1,0,0.3,Filter
"rule Empire_Get_Keystrokes {

   meta:

      description = ""Detects Empire component - file Get-Keystrokes.ps1""

      author = ""Florian Roth""

      reference = ""https://github.com/adaptivethreat/Empire""

      date = ""2016-11-05""

      hash1 = ""c36e71db39f6852f78df1fa3f67e8c8a188bf951e96500911e9907ee895bf8ad""

   strings:

      $s1 = ""$RightMouse   = ($ImportDll::GetAsyncKeyState([Windows.Forms.Keys]::RButton) -band 0x8000) -eq 0x8000"" fullword ascii

   condition:

      ( uint16(0) == 0x7566 and filesize < 30KB and 1 of them ) or all of them

}",yara,,0,1,0,0.3,Filter
"rule Empire_Invoke_SMBAutoBrute {

   meta:

      description = ""Detects Empire component - file Invoke-SMBAutoBrute.ps1""

      author = ""Florian Roth""

      reference = ""https://github.com/adaptivethreat/Empire""

      date = ""2016-11-05""

      hash1 = ""7950f8abdd8ee09ed168137ef5380047d9d767a7172316070acc33b662f812b2""

   strings:

      $s1 = ""[*] PDC: LAB-2008-DC1.lab.com"" fullword ascii

      $s2 = ""$attempts = Get-UserBadPwdCount $userid $dcs"" fullword ascii

   condition:

      ( uint16(0) == 0x7566 and filesize < 30KB and 1 of them ) or all of them

}",yara,,0,1,1,0.4,Filter
"rule Empire_Invoke_PostExfil {

   meta:

      description = ""Detects Empire component - file Invoke-PostExfil.ps1""

      author = ""Florian Roth""

      reference = ""https://github.com/adaptivethreat/Empire""

      date = ""2016-11-05""

      hash1 = ""00c0479f83c3dbbeff42f4ab9b71ca5fe8cd5061cb37b7b6861c73c54fd96d3e""

   strings:

      $s1 = ""# upload to a specified exfil URI"" fullword ascii

      $s2 = ""Server path to exfil to."" fullword ascii

   condition:

      ( uint16(0) == 0x490a and filesize < 2KB and 1 of them ) or all of them

}",yara,,1,1,0,0.9,Push
"rule Empire_Invoke_PsExec {

   meta:

      description = ""Detects Empire component - file Invoke-PsExec.ps1""

      author = ""Florian Roth""

      reference = ""https://github.com/adaptivethreat/Empire""

      date = ""2016-11-05""

      hash1 = ""0218be4323959fc6379489a6a5e030bb9f1de672326e5e5b8844ab5cedfdcf88""

   strings:

      $s1 = ""Invoke-PsExecCmd"" fullword ascii

      $s2 = ""\""[*] Executing service .EXE"" fullword ascii

      $s3 = ""$cmd = \""%COMSPEC% /C echo $Command ^> %systemroot%\\Temp\\"" ascii

   condition:

      ( uint16(0) == 0x7566 and filesize < 50KB and 1 of them ) or all of them

}",yara,,0,1,0,0.3,Filter
"rule Empire_Out_Minidump {

   meta:

      description = ""Detects Empire component - file Out-Minidump.ps1""

      author = ""Florian Roth""

      reference = ""https://github.com/adaptivethreat/Empire""

      date = ""2016-11-05""

      hash1 = ""7803ae7ba5d4e7d38e73745b3f321c2ca714f3141699d984322fa92e0ff037a1""

   strings:

      $s1 = ""$Result = $MiniDumpWriteDump.Invoke($null, @($ProcessHandle,"" fullword ascii

      $s2 = ""$ProcessFileName = \""$($ProcessName)_$($ProcessId).dmp\"""" fullword ascii

   condition:

      ( uint16(0) == 0x7566 and filesize < 10KB and 1 of them ) or all of them

}",yara,,0,1,0,0.3,Filter
"rule Empire_ReflectivePick_x64_orig {

   meta:

      description = ""Detects Empire component - file ReflectivePick_x64_orig.dll""

      author = ""Florian Roth""

      reference = ""https://github.com/adaptivethreat/Empire""

      date = ""2016-11-05""

      hash1 = ""a8c1b108a67e7fc09f81bd160c3bafb526caf3dbbaf008efb9a96f4151756ff2""

   strings:

      $s1 = ""\\PowerShellRunner.pdb"" fullword ascii

      $s2 = ""PowerShellRunner.dll"" fullword wide

      $s3 = ""ReflectivePick_x64.dll"" fullword ascii

   condition:

      ( uint16(0) == 0x5a4d and filesize < 400KB and 1 of them ) or all of them

}",yara,,0,1,0,0.3,Filter
"rule Empire_Invoke_EgressCheck {

   meta:

      description = ""Detects Empire component - file Invoke-EgressCheck.ps1""

      author = ""Florian Roth""

      reference = ""https://github.com/adaptivethreat/Empire""

      date = ""2016-11-05""

      hash1 = ""e2d270266abe03cfdac66e6fc0598c715e48d6d335adf09a9ed2626445636534""

   strings:

      $s1 = ""egress -ip $ip -port $c -delay $delay -protocol $protocol"" fullword ascii

   condition:

      ( uint16(0) == 0x233c and filesize < 10KB and 1 of them ) or all of them

}",yara,,0,1,0,0.3,Filter
"rule Empire_dumpCredStore {

   meta:

      description = ""Detects Empire component - file dumpCredStore.ps1""

      author = ""Florian Roth""

      reference = ""https://github.com/adaptivethreat/Empire""

      date = ""2016-11-05""

      hash1 = ""c1e91a5f9cc23f3626326dab2dcdf4904e6f8a332e2bce8b9a0854b371c2b350""

   strings:

      $x1 = ""[DllImport(\""Advapi32.dll\"", SetLastError = true, EntryPoint = \""CredReadW\"""" ascii

      $s12 = ""[String] $Msg = \""Failed to enumerate credentials store for user '$Env:UserName'\"""" fullword ascii

      $s15 = ""Rtn = CredRead(\""Target\"", CRED_TYPE.GENERIC, out Cred);"" fullword ascii

   condition:

      ( uint16(0) == 0x233c and filesize < 40KB and 1 of them ) or all of them

}",yara,,0,1,0,0.3,Filter
"rule Empire_Exploit_JBoss {

   meta:

      description = ""Detects Empire component - file Exploit-JBoss.ps1""

      author = ""Florian Roth""

      reference = ""https://github.com/adaptivethreat/Empire""

      date = ""2016-11-05""

      hash1 = ""9ea3e00b299e644551d90bbee0ce3e4e82445aa15dab7adb7fcc0b7f1fe4e653""

   strings:

      $s1 = ""Exploit-JBoss"" fullword ascii

      $s2 = ""$URL = \""http$($SSL)://\"" + $($Rhost) + ':' + $($Port)"" ascii

      $s3 = ""\""/jmx-console/HtmlAdaptor?action=invokeOp&name=jboss.system:service"" ascii

      $s4 = ""http://blog.rvrsh3ll.net"" fullword ascii

      $s5 = ""Remote URL to your own WARFile to deploy."" fullword ascii

   condition:

      ( uint16(0) == 0x7566 and filesize < 10KB and 1 of them ) or all of them

}",yara,,0,1,0,0.3,Filter
"rule Empire_Invoke_SmbScanner {

   meta:

      description = ""Detects Empire component - file Invoke-SmbScanner.ps1""

      author = ""Florian Roth""

      reference = ""https://github.com/adaptivethreat/Empire""

      date = ""2016-11-05""

      hash1 = ""9a705f30766279d1e91273cfb1ce7156699177a109908e9a986cc2d38a7ab1dd""

   strings:

      $s1 = ""$up = Test-Connection -count 1 -Quiet -ComputerName $Computer "" fullword ascii

      $s2 = ""$out | add-member Noteproperty 'Password' $Password"" fullword ascii

   condition:

      ( uint16(0) == 0x7566 and filesize < 10KB and 1 of them ) or all of them

}",yara,,0,1,0,0.3,Filter
"rule Empire_Get_GPPPassword {

   meta:

      description = ""Detects Empire component - file Get-GPPPassword.ps1""

      author = ""Florian Roth""

      reference = ""https://github.com/adaptivethreat/Empire""

      date = ""2016-11-05""

      hash1 = ""55a4519c4f243148a971e4860225532a7ce730b3045bde3928303983ebcc38b0""

   strings:

      $s1 = ""$Base64Decoded = [Convert]::FromBase64String($Cpassword)"" fullword ascii

      $s2 = ""$XMlFiles += Get-ChildItem -Path \""\\\\$DomainController\\SYSVOL\"" -Recurse"" ascii

      $s3 = ""function Get-DecryptedCpassword {"" fullword ascii

   condition:

      ( uint16(0) == 0x7566 and filesize < 30KB and 1 of them ) or all of them

}",yara,,0,1,0,0.3,Filter
"rule Empire_Invoke_Mimikatz {

   meta:

      description = ""Detects Empire component - file Invoke-Mimikatz.ps1""

      author = ""Florian Roth""

      reference = ""https://github.com/adaptivethreat/Empire""

      date = ""2016-11-05""

      hash1 = ""4725a57a5f8b717ce316f104e9472e003964f8eae41a67fd8c16b4228e3d00b3""

   strings:

      $s1 = ""= \""TVqQAAMAAAAEAAAA//8AALgAAAAAAAAAQ"" ascii

      $s2 = ""Invoke-Command -ScriptBlock $RemoteScriptBlock -ArgumentList @($PEBytes64, $PEBytes32, \""Void\"", 0, \""\"", $ExeArgs)"" fullword ascii

   condition:

      ( uint16(0) == 0x7566 and filesize < 4000KB and 1 of them ) or all of them

}",yara,,0,1,0,0.3,Filter
"rule Empire__Users_neo_code_Workspace_Empire_4sigs_PowerUp {

   meta:

      description = ""Detects Empire component - file PowerUp.ps1""

      author = ""Florian Roth""

      reference = ""https://github.com/adaptivethreat/Empire""

      date = ""2016-11-05""

      hash1 = ""ad9a5dff257828ba5f15331d59dd4def3989537b3b6375495d0c08394460268c""

   strings:

      $x2 = ""$PoolPasswordCmd = 'c:\\windows\\system32\\inetsrv\\appcmd.exe list apppool"" fullword ascii

   condition:

      ( uint16(0) == 0x233c and filesize < 2000KB and 1 of them ) or all of them

}",yara,,0,1,0,0.3,Filter
"rule Empire_Invoke_ShellcodeMSIL {

   meta:

      description = ""Detects Empire component - file Invoke-ShellcodeMSIL.ps1""

      author = ""Florian Roth""

      reference = ""https://github.com/adaptivethreat/Empire""

      date = ""2016-11-05""

      hash1 = ""9a9c6c9eb67bde4a8ce2c0858e353e19627b17ee2a7215fa04a19010d3ef153f""

   strings:

      $s1 = ""$FinalShellcode.Length"" fullword ascii

      $s2 = ""@(0x60,0xE8,0x04,0,0,0,0x61,0x31,0xC0,0xC3)"" fullword ascii

      $s3 = ""@(0x41,0x54,0x41,0x55,0x41,0x56,0x41,0x57,"" fullword ascii

      $s4 = ""$TargetMethod.Invoke($null, @(0x11112222)) | Out-Null"" fullword ascii

   condition:

      ( uint16(0) == 0x7566 and filesize < 30KB and 1 of them ) or all of them

}",yara,,0,1,0,0.3,Filter
"rule Empire_Install_SSP {

   meta:

      description = ""Detects Empire component - file Install-SSP.ps1""

      author = ""Florian Roth""

      reference = ""https://github.com/adaptivethreat/Empire""

      date = ""2016-11-05""

      hash1 = ""7fd921a23950334257dda57b99e03c1e1594d736aab2dbfe9583f99cd9b1d165""

   strings:

      $s1 = ""Install-SSP -Path .\\mimilib.dll"" fullword ascii

   condition:

      ( uint16(0) == 0x7566 and filesize < 20KB and 1 of them ) or all of them

}",yara,,0,1,0,0.3,Filter
"rule Empire_Invoke_PowerDump {

   meta:

      description = ""Detects Empire component - file Invoke-PowerDump.ps1""

      author = ""Florian Roth""

      reference = ""https://github.com/adaptivethreat/Empire""

      date = ""2016-11-05""

      hash1 = ""095c5cf5c0c8a9f9b1083302e2ba1d4e112a410e186670f9b089081113f5e0e1""

   strings:

      $x16 = ""$enc = Get-PostHashdumpScript"" fullword ascii

      $x19 = ""$lmhash = DecryptSingleHash $rid $hbootkey $enc_lm_hash $almpassword;"" fullword ascii

      $x20 = ""$rc4_key = $md5.ComputeHash($hbootkey[0..0x0f] + [BitConverter]::GetBytes($rid) + $lmntstr);"" fullword ascii

   condition:

      ( uint16(0) == 0x2023 and filesize < 60KB and 1 of them ) or all of them

}",yara,,0,1,0,0.3,Filter
"rule Empire_Get_SecurityPackages {

   meta:

      description = ""Detects Empire component - file Get-SecurityPackages.ps1""

      author = ""Florian Roth""

      reference = ""https://github.com/adaptivethreat/Empire""

      date = ""2016-11-05""

      hash1 = ""5d06e99121cff9b0fce74b71a137501452eebbcd1e901b26bde858313ee5a9c1""

   strings:

      $s1 = ""$null = $EnumBuilder.DefineLiteral('LOGON', 0x2000)"" fullword ascii

      $s2 = ""$EnumBuilder = $ModuleBuilder.DefineEnum('SSPI.SECPKG_FLAG', 'Public', [Int32])"" fullword ascii

   condition:

      ( uint16(0) == 0x7566 and filesize < 20KB and 1 of them ) or all of them

}",yara,,0,1,0,0.3,Filter
"rule Empire_Exploit_Jenkins {

   meta:

      description = ""Detects Empire component - file Exploit-Jenkins.ps1""

      author = ""Florian Roth""

      reference = ""https://github.com/adaptivethreat/Empire""

      date = ""2016-11-05""

      hash1 = ""a5182cccd82bb9984b804b365e07baba78344108f225b94bd12a59081f680729""

   strings:

      $s1 = ""$postdata=\""script=println+new+ProcessBuilder%28%27\""+$($Cmd)+\"""" ascii

      $s2 = ""$url = \""http://\""+$($Rhost)+\"":\""+$($Port)+\""/script\"""" fullword ascii

      $s3 = ""$Cmd = [System.Web.HttpUtility]::UrlEncode($Cmd)"" fullword ascii

   condition:

      ( uint16(0) == 0x6620 and filesize < 7KB and 1 of them ) or all of them

}",yara,,0,1,0,0.3,Filter
"rule Empire_Invoke_MetasploitPayload {

   meta:

      description = ""Detects Empire component - file Invoke-MetasploitPayload.ps1""

      author = ""Florian Roth""

      reference = ""https://github.com/adaptivethreat/Empire""

      date = ""2016-11-05""

      hash1 = ""a85ca27537ebeb79601b885b35ddff6431860b5852c6a664d32a321782808c54""

   strings:

      $s1 = ""$ProcessInfo.Arguments=\""-nop -c $DownloadCradle\"""" fullword ascii

      $s2 = ""$PowershellExe=$env:windir+'\\syswow64\\WindowsPowerShell\\v1.0\\powershell.exe'"" fullword ascii

   condition:

      ( uint16(0) == 0x7566 and filesize < 9KB and 1 of them ) or all of them

}",yara,,0,1,0,0.3,Filter
"rule Rex {

  meta:

    description = ""Quick and dirty rule for Rex malware""

    author = ""Benkow_@Stormshield""

  strings:

    $string1= {6d 61 69 6e 2e 67 6f}

    $string2 = {72 65 78}

    $string3= {64 72 75 70 61 6c}

  condition:

    all of them

}",yara,,0,1,0,0.3,Filter
iOS/XAgent.B,text,,0,0,0,0.0,Filter
iOS/XAgent.A,text,,0,0,0,0.0,Filter
Win64/Agent.EZ,text,,0,0,0,0.0,Filter
Win64/Agent.ED,text,,0,0,0,0.0,Filter
Win32/Agent.XWX,text,,0,0,0,0.0,Filter
Win32/Agent.XVD,text,,0,0,0,0.0,Filter
Win32/Agent.XPZ,text,,0,0,0,0.0,Filter
Win32/Agent.XPY,text,,0,0,0,0.0,Filter
Win32/Agent.XIP,text,,0,1,0,0.3,Filter
Win32/Agent.WLF,text,,0,0,0,0.0,Filter
Win32/Agent.WGJ,text,,0,0,0,0.0,Filter
Win32/Agent.VQQ,text,,0,0,0,0.0,Filter
Linux/Fysbis,text,,0,0,0,0.0,Filter
Win64/Agent.DJ,text,Seduploader ESET Detection Names,0,0,0,0.0,Filter
Win64/TrojanDropper.Small.B,text,Seduploader ESET Detection Names,0,0,0,0.0,Filter
Win64/TrojanDropper.Small.A,text,Seduploader ESET Detection Names,0,0,0,0.0,Filter
Win32/Small.NNY,text,Seduploader ESET Detection Names,0,0,0,0.0,Filter
Win32/Sednit.AU,text,Seduploader ESET Detection Names,0,0,0,0.0,Filter
Win32/Sednit.AT,text,Seduploader ESET Detection Names,0,0,0,0.0,Filter
Win32/Sednit.AS,text,Seduploader ESET Detection Names,0,0,0,0.0,Filter
Win32/Sednit.AR,text,Seduploader ESET Detection Names,0,0,0,0.0,Filter
Win32/Sednit.AG,text,Seduploader ESET Detection Names,0,0,0,0.0,Filter
Win32/Sednit.AF,text,Seduploader ESET Detection Names,0,0,0,0.0,Filter
Win32/Sednit.AC,text,Seduploader ESET Detection Names,0,0,0,0.0,Filter
Win32/Sednit.AB,text,Seduploader ESET Detection Names,0,0,0,0.0,Filter
Win32/Sednit.AA,text,Seduploader ESET Detection Names,0,0,0,0.0,Filter
Win32/Sednit.Z,text,Seduploader ESET Detection Names,0,0,0,0.0,Filter
Win32/Agent.XFK,text,Seduploader ESET Detection Names,0,0,0,0.0,Filter
Win32/Agent.XIO,text,Seduploader ESET Detection Names,0,0,0,0.0,Filter
Win32/Agent.XIJ,text,Seduploader ESET Detection Names,0,0,0,0.0,Filter
Win32/Agent.XIA,text,Seduploader ESET Detection Names,0,0,0,0.0,Filter
Win32/Agent.XBZ,text,Seduploader ESET Detection Names,0,0,0,0.0,Filter
OSX/Agent.AE,text,Seduploader ESET Detection Names,0,0,0,0.0,Filter
Win32/Exploit.CVE-2015-2424.A,text,,0,0,0,0.0,Filter
Win32/Exploit.CVE-2015-1641.H,text,,0,0,0,0.0,Filter
3.dat|733b7f74070df362d618905b2f0d1098,malware-sample,Locky,0,0,0,0.0,Filter
2.dat|8d54b0ea871c5536b236e658575cf809,malware-sample,Locky,0,0,0,0.0,Filter
1.dat|8581787782f6647b506cfe5eac136477,malware-sample,Locky,0,0,0,0.0,Filter
"FileVersionInfo properties

CopyrightCopyright (C) The Honeynet Project.

Product Sebek

File version 3.0.4.0",text,,0,0,0,0.0,Filter
TrojanDownloader:PowerShell/Ploprolo.A,text,,0,0,0,0.0,Filter
Linux/NyaDrop,text,,0,0,0,0.0,Filter
Trojan.Odinaff,text,,0,0,0,0.0,Filter
"rule stampado_overlay

{

meta:

description = ""Catches Stampado samples looking for \\r at the beginning of PE overlay section""

reference = """"

author = ""Fernando Merces, FTR, Trend Micro""

date = ""2016-07""

md5 = ""a393b9536a1caa34914636d3da7378b5""

md5 = ""dbf3707a9cd090853a11dda9cfa78ff0""

md5 = ""dd5686ca7ec28815c3cf3ed3dbebdff2""

md5 = ""6337f0938e4a9c0ef44ab99deb0ef466""



condition:

pe.characteristics == 0x122 and

pe.number_of_sections == 5 and

pe.imports(""VERSION.dll"", ""VerQueryValueW"") and uint8(pe.sections[4].raw_data_offset + pe.sections[4].raw_data_size) == 0x0d



}",yara,,0,1,0,0.3,Filter
zxts67w2|e17772d5e38d0f2af3c919f6845c4ecc,malware-sample,2nd stage download,0,0,0,0.0,Filter
zhqkdkx|db4daa2210d6dbb888abb853a6d31934,malware-sample,2nd stage download,0,0,0,0.0,Filter
z66urpod|981c09ec15e0135e6033672056d1577e,malware-sample,2nd stage download,0,0,0,0.0,Filter
xdl60|39c9c03b22b8470984919c5207c8dd36,malware-sample,2nd stage download,0,0,0,0.0,Filter
x60gpm|cb72fef125d15716d50f25530d22c8be,malware-sample,2nd stage download,0,0,0,0.0,Filter
wxlcncw|fffc573195c251908c03a12441bc2cd3,malware-sample,2nd stage download,0,0,0,0.0,Filter
wlr3ht9h|bc4da535db4a931c46860d7d70485e20,malware-sample,2nd stage download,0,0,0,0.0,Filter
v77y39w|5eab3187f06a3a9c5611b8084f58933a,malware-sample,2nd stage download,0,0,0,0.0,Filter
u8ndx|88b738c22e8b3c270632ecc7896848c7,malware-sample,2nd stage download,0,0,0,0.0,Filter
tam8m|413df8c77b621237dd780a3cc4b8d063,malware-sample,2nd stage download,0,0,0,0.0,Filter
t4j6ryv6|a35a5fbae6cfd03f855fefd6095b1388,malware-sample,2nd stage download,0,0,0,0.0,Filter
sgbxqk|f16c044ec19cc159b9c18da418269749,malware-sample,2nd stage download,0,0,0,0.0,Filter
